0,37.982736139138616,-77.03771147183379,4,[37.96273613913861,38.00273613913862,-77.05771147183378,-77.01771147183379],6.89,1.44,1.01,5.37
1,37.962620160338744,-77.0750542550719,4,[37.94262016033874,37.98262016033875,-77.0950542550719,-77.05505425507191],7.51,8.39,4.04,7.90
2,38.0048952481728,-76.95403944460661,1,[37.9848952481728,38.024895248172804,-76.9740394446066,-76.93403944460661],1.35,2.23,7.53,6.33
3,37.907913927795946,-76.95016463245656,9,[37.9,37.92791392779595,-76.97016463245656,-76.93016463245657],6.29,9.66,0.62,1.75
4,37.96860263703111,-77.01511018914667,6,[37.94860263703111,37.988602637031114,-77.03511018914666,-76.99511018914667],0.10,9.99,0.46,2.69
5,37.92441117146189,-76.90220412414622,6,[37.90441117146189,37.944411171461894,-76.92220412414622,-76.9],9.67,5.86,5.84,0.84
6,38.00613462849498,-77.04562005627987,1,[37.98613462849498,38.02613462849499,-77.06562005627987,-77.02562005627988],9.55,5.44,6.41,5.28
7,37.94422443012262,-77.06641088511574,4,[37.924224430122614,37.96422443012262,-77.08641088511574,-77.04641088511575],3.99,5.92,0.97,7.50
8,37.91805517369503,-76.92864180588278,8,[37.9,37.938055173695034,-76.94864180588277,-76.90864180588278],4.81,4.69,2.17,3.69
9,37.98685507550378,-77.09797355990166,3,[37.96685507550378,38.006855075503786,-77.1,-77.07797355990166],3.53,6.50,9.18,1.52
10,38.08801554654839,-77.0859806690467,3,[38.06801554654839,38.1,-77.1,-77.06598066904671],1.99,4.54,8.43,8.27
11,38.02343149407115,-76.91430946221597,4,[38.003431494071144,38.04343149407115,-76.93430946221596,-76.9],6.51,7.32,2.01,4.60
12,38.025484528287485,-76.92996315140918,6,[38.00548452828748,38.04548452828749,-76.94996315140918,-76.90996315140919],7.50,5.62,2.17,4.20
13,37.90471765313363,-77.04565547375522,3,[37.9,37.924717653133634,-77.06565547375521,-77.02565547375522],9.75,1.78,2.37,0.30
14,37.99433083975185,-77.02521251653327,4,[37.97433083975185,38.01433083975186,-77.04521251653327,-77.00521251653328],0.60,6.09,3.26,6.72
15,37.97293262727037,-77.08562577169779,9,[37.952932627270364,37.99293262727037,-77.1,-77.0656257716978],3.39,3.77,3.11,1.10
16,37.96570098350666,-77.00945287359197,6,[37.945700983506654,37.98570098350666,-77.02945287359196,-76.98945287359197],8.26,6.19,4.82,8.89
17,38.091628460055524,-76.9725467315283,9,[38.07162846005552,38.1,-76.9925467315283,-76.9525467315283],9.63,5.99,7.60,7.79
18,38.018099863093774,-77.025120590545,5,[37.99809986309377,38.03809986309378,-77.045120590545,-77.005120590545],5.97,7.49,0.92,7.96
