0,37.982736139138616,-77.03771147183379,4,[37.95949851547605,38.00597376280118,-77.05629742313647,-77.0191255205311],6.89,1.44,1.01,5.37
1,37.962620160338744,-77.0750542550719,4,[37.96142155480965,37.96381876586784,-77.1,-77.04511558495928],7.51,8.39,4.04,7.90
2,38.0048952481728,-76.95403944460661,1,[37.99249468259899,38.017295813746614,-76.967063393591,-76.94101549562221],1.35,2.23,7.53,6.33
3,37.907913927795946,-76.95016463245656,9,[37.9,37.92846942246559,-76.974685290782,-76.92564397413112],6.29,9.66,0.62,1.75
4,37.96860263703111,-77.01511018914667,6,[37.958376796013866,37.97882847804836,-77.02344396697112,-77.00677641132222],0.10,9.99,0.46,2.69
5,37.92441117146189,-76.90220412414622,6,[37.92063840136875,37.928183941555034,-76.92297957158549,-76.9],9.67,5.86,5.84,0.84
6,38.00613462849498,-77.04562005627987,1,[37.980298243814275,38.03197101317569,-77.06810160977423,-77.02313850278551],9.55,5.44,6.41,5.28
7,37.94422443012262,-77.06641088511574,4,[37.93965601842083,37.94879284182441,-77.081113561899,-77.05170820833249],3.99,5.92,0.97,7.50
8,37.91805517369503,-76.92864180588278,8,[37.9,37.940163851326446,-76.95302765732754,-76.90425595443801],4.81,4.69,2.17,3.69
9,37.98685507550378,-77.09797355990166,3,[37.96772561062265,38.005984540384915,-77.1,-77.06879646168535],3.53,6.50,9.18,1.52
10,38.08801554654839,-77.0859806690467,3,[38.05820266569523,38.1,-77.1,-77.0654756687053],1.99,4.54,8.43,8.27
11,38.02343149407115,-76.91430946221597,4,[38.01406536067113,38.03279762747116,-76.94353672734967,-76.9],6.51,7.32,2.01,4.60
12,38.025484528287485,-76.92996315140918,6,[38.002032650859626,38.048936405715345,-76.94896678045642,-76.91095952236195],7.50,5.62,2.17,4.20
13,37.90471765313363,-77.04565547375522,3,[37.9,37.919611080458935,-77.06191721574575,-77.02939373176469],9.75,1.78,2.37,0.30
14,37.99433083975185,-77.02521251653327,4,[37.97210175376284,38.016559925740864,-77.04731615929853,-77.00310887376801],0.60,6.09,3.26,6.72
15,37.97293262727037,-77.08562577169779,9,[37.956431325383285,37.98943392915745,-77.1,-77.05651703931436],3.39,3.77,3.11,1.10
16,37.96570098350666,-77.00945287359197,6,[37.95691707781243,37.97448488920089,-77.01862101646127,-77.00028473072267],8.26,6.19,4.82,8.89
17,38.091628460055524,-76.9725467315283,9,[38.088701520603806,38.09455539950724,-76.99781887653482,-76.94727458652177],9.63,5.99,7.60,7.79
18,38.018099863093774,-77.025120590545,5,[38.01336973362,38.022829992567544,-77.04481826660862,-77.00542291448139],5.97,7.49,0.92,7.96
19,38.071902223790424,-77.09649914617037,7,[38.04791915430797,38.09588529327288,-77.09753086346899,-77.09546742887176],5.43,6.98,8.39,5.81
20,37.91884032081267,-77.00913273767142,3,[37.91322367135879,37.92445697026655,-77.03586928943012,-76.98239618591272],7.55,5.22,8.06,9.12
21,37.91835730551676,-76.93072946638898,4,[37.90183334666566,37.93488126436785,-76.9346564042897,-76.92680252848827],3.33,8.64,7.69,2.65
22,38.04130731099752,-76.9427789571269,7,[38.03260604773549,38.05000857425954,-76.95997179258354,-76.92558612167026],1.94,1.63,9.03,7.74
23,37.92014343562637,-76.98470845248337,5,[37.904797508351855,37.93548936290089,-77.01047255847939,-76.95894434648736],2.70,7.27,7.54,1.43
24,37.99338484489118,-77.05920097286287,5,[37.9684974693651,38.018272220417266,-77.07546994224174,-77.042932003484],8.16,5.27,5.17,2.54
25,38.06113281596505,-77.01551621221476,1,[38.052210819934,38.07005481199611,-77.04408919199635,-76.98694323243318],4.36,5.99,2.78,9.14
26,37.9048950508592,-77.08976411454745,8,[37.9,37.916214917645874,-77.1,-77.07118326555013],8.81,3.08,5.81,2.56
27,37.99324622671337,-76.9009401337373,10,[37.96338573532723,38.023106718099505,-76.91085421134463,-76.9],8.23,3.85,8.64,5.82
28,38.00635085402117,-76.96589370197376,9,[38.0028804585232,38.00982124951914,-76.98450522867635,-76.94728217527116],1.17,1.08,4.52,2.68
29,38.01691604741808,-77.0488354958248,8,[38.0047608723114,38.029071222524756,-77.06643530355959,-77.03123568809002],8.77,5.37,8.73,9.74
30,37.94745305630007,-77.00835667897957,10,[37.93238917890206,37.962516933698076,-77.03625826759699,-76.98045509036214],6.11,4.51,1.74,4.68
31,37.93582774774518,-76.91069058961217,3,[37.93416804725849,37.93748744823187,-76.9279327848188,-76.9],8.81,8.61,5.83,6.88
32,37.980670684616086,-77.07585144207484,6,[37.97976381555514,37.981577553677035,-77.1,-77.05002984757],4.06,1.38,0.52,9.53
33,38.026955955963004,-76.9913579324551,6,[38.02418403078309,38.02972788114292,-77.00043504246432,-76.98228082244589],3.95,9.18,5.98,2.77
34,37.96140700169039,-77.0190876945613,1,[37.95983192519,37.96298207819078,-77.0239905432136,-77.01418484590901],2.24,6.95,8.70,8.15
35,38.00342020884517,-77.0505835641218,2,[38.00036635298158,38.00647406470876,-77.06382305337489,-77.0373440748687],8.37,3.26,7.56,5.74
36,37.98952394471429,-76.920878652122,8,[37.969522762520555,38.00952512690803,-76.9313997567639,-76.9103575474801],5.22,9.76,1.75,2.66
37,38.093117759308846,-76.91493630914195,4,[38.08467703357867,38.1,-76.93001246771152,-76.9],6.91,3.90,8.62,0.78
38,37.99460171087624,-76.98834160208393,4,[37.976326037140666,38.01287738461181,-77.01657529768873,-76.96010790647914],5.59,0.20,7.09,3.04
39,38.041110502331186,-76.94128138611569,7,[38.03630256461774,38.04591844004463,-76.94546386255963,-76.93709890967175],7.65,9.84,2.22,7.84
40,37.915849140426936,-76.90694518632287,6,[37.9,37.94428148615314,-76.91720909802063,-76.9],0.05,6.42,5.47,7.84
41,37.933389191661846,-77.06595657659214,3,[37.9264218349425,37.94035654838119,-77.06859271117001,-77.06332044201427],5.02,4.20,7.07,2.16
42,37.97303119193424,-76.94031406513223,1,[37.96939457009507,37.97666781377341,-76.96582139144714,-76.91480673881732],0.04,1.20,9.58,7.10
43,37.983324882798115,-76.94881751033105,6,[37.9696702384095,37.99697952718673,-76.97819354406768,-76.91944147659443],4.90,6.18,7.39,2.38
44,37.90249348401944,-77.05248944495368,7,[37.9,37.91852232204501,-77.0574925749384,-77.04748631496896],1.88,1.82,2.65,5.69
45,38.003633715090615,-76.98047011357657,8,[37.98688662919284,38.02038080098839,-76.9993064132768,-76.96163381387635],4.34,2.87,5.73,6.03
46,38.03706755242214,-76.994458654328,3,[38.02257144902038,38.05156365582389,-77.02152802345886,-76.96738928519714],6.73,8.34,3.46,9.87
47,38.07419107631719,-77.00707618585459,6,[38.05937449364591,38.08900765898847,-77.01987127126553,-76.99428110044364],7.18,0.14,7.39,7.62
