37.906965605993975,-77.06154674988335,1,0,0,C
38.05085730349814,-77.02760271124151,1,1,0,B
37.95777221833298,-76.92649402835927,1,2,0,B
38.01324415046425,-76.96743531217068,1,3,0,A
37.90607866029502,-76.99031805091197,1,4,0,B
37.90173898489264,-77.05861578016295,1,5,0,D
37.99470452822315,-76.9342574798317,1,6,0,B
37.98547435573658,-76.96662297713613,1,7,0,B
38.04542407792094,-76.9007846745525,1,8,0,C
38.02633646568367,-76.99053180004445,1,9,0,C
38.06409780173794,-76.93789530300542,1,10,0,A
38.00416289421323,-76.97165525029713,1,11,0,A
37.90442629726894,-76.97120888408475,1,12,0,C
38.01371917828852,-76.91770914219705,1,13,0,A
37.91680687467587,-76.93351741327169,1,14,0,A
37.915571733504834,-77.09959003450858,1,15,0,A
38.0351077506939,-77.00029361655969,1,16,0,D
38.07769627114134,-77.04417366883723,1,17,0,B
37.99768423809059,-76.92638899436028,1,18,0,D
37.954155834139364,-76.9429487516302,1,19,0,D
37.93406055003575,-77.04023809798375,1,20,0,D
38.09055169108649,-77.01713430983031,1,21,0,B
37.92167812790039,-77.06698779138969,1,22,0,B
37.99917084695131,-76.94764980108694,1,23,0,C
38.0961314006045,-77.06386231323131,1,24,0,A
38.03267681592521,-77.09350097458828,1,25,0,A
37.92341334728913,-77.05565477939857,1,26,0,C
38.023542549176234,-77.01352257727773,1,27,0,B
38.075790307979204,-76.95452714486035,1,28,0,D
37.91380744341267,-77.08081704495198,1,29,0,D
37.927807244687685,-77.0884518400261,1,30,0,A
37.93963049925465,-76.97160725660363,1,31,0,C
37.96125506026523,-76.90191293671693,1,32,0,B
38.06786098978947,-77.0336673383462,1,33,0,C
37.96524999328172,-76.93930072218501,1,34,0,D
37.91468262465794,-76.93521930133882,1,35,0,B
37.989295050188495,-77.0873051870972,1,36,0,D
38.0634087443533,-77.08252069295159,1,37,0,D
38.07460466368196,-77.00218891178235,1,38,0,B
38.090691380202806,-76.92078068052128,1,39,0,A
37.99523961247699,-76.9488719011586,1,40,0,D
37.90560729147959,-76.92411488758118,1,41,0,B
38.00075941686727,-77.05218853808967,1,42,0,C
38.09902624189975,-76.9896935871468,1,43,0,A
38.003067594040246,-76.93050329517266,1,44,0,A
37.932951958121144,-77.01088999452494,1,45,0,D
37.900690396883,-76.92524576619401,1,46,0,A
38.009631397947274,-77.07405563682663,1,47,0,A
37.914556365387966,-77.037120220565,1,48,0,D
38.033504571210855,-76.94162467350952,1,49,0,A
37.922970758180995,-77.0641587580799,1,50,0,A
37.99774143290599,-77.01678912833229,1,51,0,B
37.95432021359337,-76.94494382312821,1,52,0,A
37.92028653273006,-76.9763284325571,1,53,0,A
37.920387642078815,-76.93187342734956,1,54,0,C
38.0479820412631,-76.98078023074606,1,55,0,B
38.06916939511396,-77.04705475573779,1,56,0,A
38.01431753092884,-76.97559122379762,1,57,0,A
38.093805494126784,-77.05318705376365,1,58,0,C
38.04638672369766,-77.06189756110962,1,59,0,D
38.06557290241875,-77.05265629355412,1,60,0,B
37.98631914465844,-76.99799028469816,1,61,0,B
38.04764078489383,-76.91216078091033,1,62,0,C
38.035274523001284,-77.07728294341294,1,63,0,C
38.09810939803221,-77.00279153288079,1,64,0,B
38.00439167958065,-77.07880244857242,1,65,0,B
37.963289615110625,-76.90500295629288,1,66,0,A
38.0240979799038,-77.09308054913669,1,67,0,D
37.99464247278407,-77.01585096541015,1,68,0,A
38.0250116779647,-76.95916871541647,1,69,0,B
37.96657639166243,-77.02689622373299,1,70,0,B
37.96128446212612,-76.90479426930634,1,71,0,B
38.02055778676462,-76.93304238730293,1,72,0,A
38.0484865277976,-76.9370061914272,1,73,0,B
38.07876819630154,-76.95620222235117,1,74,0,A
38.07775812893521,-76.98873626539508,1,75,0,A
38.044751353732536,-77.0970813794431,1,76,0,B
37.93754178388508,-76.9693610677144,1,77,0,C
37.997926084164874,-77.09068859212498,1,78,0,A
38.0122438624748,-77.00455342225861,1,79,0,D
38.074159782493254,-76.96669619978194,1,80,0,C
37.96900572070857,-77.07054461503759,1,81,0,B
37.95834119522497,-77.08788412056741,1,82,0,D
