0,40.77282455,-73.9522620333,4,[40.763170567666876,40.78247853233313,-73.96033213518471,-73.94419193141529],0.24,9.88,4.65,6.15
1,40.76001572,-73.96808856,2,[40.750175157098504,40.76985628290149,-73.96937260633396,-73.96680451366603],2.41,3.21,3.05,3.92
2,40.75,-73.997,8,[40.74497003702902,40.75502996297098,-74.00557950163694,-73.98842049836306],9.94,1.53,6.40,1.83
3,40.7481536865,-74.0077590942,1,[40.747696292799176,40.74861108020082,-74.00801364499435,-74.00750454340564],7.85,3.22,1.71,2.45
4,40.7708965,-73.8667338,9,[40.76354144677087,40.778251553229126,-73.87241470870276,-73.86105289129725],6.69,2.95,7.28,0.45
5,40.7297300667,-73.9930425667,0,[40.72797724697267,40.73148288642733,-73.999561631335,-73.986523502065],3.93,0.72,3.94,5.81
6,40.72237122,-73.99650418,5,[40.71503719637362,40.72970524362638,-74.00280924745273,-73.99019911254727],9.60,3.73,7.32,4.05
7,40.7581381833,-73.98717575,9,[40.75105937920221,40.765216987397785,-73.98825670575907,-73.98609479424094],3.87,4.87,1.70,2.52
8,40.7625929674,-73.9733612537,4,[40.75526435453948,40.76992158026053,-73.98133213474446,-73.96539037265555],5.37,6.07,1.56,5.30
9,40.76823395,-73.95315415,9,[40.761219776634704,40.7752481233653,-73.96004654290341,-73.9462617570966],6.32,9.16,4.56,4.94
10,40.72399181,-73.99606966,8,[40.72125535280191,40.72672826719809,-74.00198782441966,-73.99015149558035],7.02,6.40,0.25,4.85
11,40.7587125693,-73.9785754681,3,[40.75233495595261,40.76509018264739,-73.98419284430358,-73.97295809189643],7.40,1.31,2.68,2.62
12,40.748165393,-74.007330699,9,[40.74386190515104,40.75246888084896,-74.0112021262811,-74.00345927171888],2.77,7.23,7.45,6.45
13,40.71918183,-74.00062912,7,[40.71386539261603,40.724498267383964,-74.00539302057383,-73.99586521942616],2.32,6.50,3.73,2.91
14,40.76801699,-73.98173063,3,[40.764670818058285,40.771363161941714,-73.98219987957964,-73.98126138042036],2.11,7.84,2.72,3.77
15,40.7128886904,-73.9675389842,6,[40.71088201415558,40.71489536664442,-73.96996656725204,-73.96511140114796],2.65,8.79,3.59,2.67
16,40.78226387,-73.94855344,5,[40.776460994477304,40.7880667455227,-73.94980038733088,-73.94730649266911],4.87,3.48,4.88,7.90
17,40.7589340167,-73.9684581667,9,[40.756349526634125,40.76151850676588,-73.97040589001931,-73.9665104433807],5.97,7.46,9.66,0.99
18,40.7230030099,-73.9890840986,6,[40.72206516205441,40.72394085774558,-73.98987182945622,-73.98829636774379],7.76,6.64,7.86,2.28
19,40.7377301171,-73.9865899086,0,[40.73137167012074,40.74408856407926,-73.9900975413014,-73.9830822758986],3.11,0.17,0.05,7.04
20,40.7544012667,-73.9880352,6,[40.75253591515129,40.75626661824871,-73.98953881973245,-73.98653158026755],2.62,1.09,2.40,6.26
21,40.7118758796,-74.0076751661,8,[40.70878614359191,40.714965615608094,-74.01289287031278,-74.00245746188722],2.72,9.91,5.30,2.95
22,40.76093912,-73.96869462,7,[40.75902153428565,40.762856705714356,-73.97575444877273,-73.96163479122725],7.99,1.83,8.03,4.00
23,40.760579923,-73.9582421183,8,[40.75960039036981,40.76155945563019,-73.96044145996085,-73.95604277663917],9.10,9.29,2.74,7.51
24,40.7407460153,-74.0045392513,0,[40.73233175214872,40.74916027845128,-74.0116861334733,-73.9973923691267],5.78,5.36,3.24,4.30
25,40.7689762,-73.9743161167,2,[40.76585629891671,40.772096101083285,-73.9837476774601,-73.96488455593989],3.49,5.52,1.88,5.07
26,40.7198839322,-73.9880812168,9,[40.717520141689846,40.72224772271015,-73.98898990583388,-73.98717252776612],4.55,3.90,6.46,3.23
27,40.7691371333,-73.9737582167,5,[40.7685961963851,40.7696780702149,-73.98077278574044,-73.96674364765957],7.58,4.13,2.06,7.98
28,40.7462743333,-73.9801742,4,[40.742384872635235,40.75016379396477,-73.98364558128226,-73.97670281871773],9.75,0.01,2.38,7.06
29,40.7556527867,-73.9857530594,7,[40.7476925670303,40.763613006369695,-73.99127750203213,-73.98022861676786],5.64,4.43,7.04,3.76
30,40.7699720667,-73.9541111667,5,[40.7677958784343,40.7721482549657,-73.95476095120732,-73.95346138219269],5.73,0.23,0.04,3.38
31,40.7238130167,-73.9965448833,3,[40.71872032434634,40.728905709053656,-73.99989730261268,-73.99319246398733],6.67,7.59,1.94,6.19
32,40.7379130259,-73.9878505468,6,[40.737897940072116,40.73792811172788,-73.99069310965967,-73.98500798394033],9.13,6.78,7.25,1.57
33,40.6868362333,-73.9778137167,3,[40.68640100601429,40.687271460585706,-73.98532104014534,-73.97030639325466],1.74,7.96,5.22,6.03
34,40.7234107333,-74.0009946,2,[40.71869134243887,40.728130124161126,-74.01050837818273,-73.99148082181726],3.37,7.21,6.56,9.00
35,40.7957285922,-73.9750368975,2,[40.79155912528558,40.79989805911442,-73.98310690266246,-73.96696689233755],4.81,2.71,5.06,4.00
36,40.75925219,-73.98482728,6,[40.75572778865276,40.76277659134723,-73.99431923877728,-73.97533532122273],0.32,4.26,8.65,1.34
37,40.7686955018,-73.9832639694,4,[40.76575350138597,40.771637502214034,-73.98744189507596,-73.97908604372404],7.39,7.82,7.46,7.70
38,40.72248548,-73.99709987,4,[40.71709704540531,40.727873914594696,-73.9980355339953,-73.99616420600469],1.58,1.81,9.66,4.88
39,40.7515322195,-73.9939820766,2,[40.74419308907019,40.75887134992981,-73.99851548586027,-73.98944866733974],9.71,2.13,2.96,2.77
40,40.7458263973,-73.9882743359,7,[40.739528986397886,40.752123808202114,-73.99267295367628,-73.98387571812373],3.60,0.86,6.47,8.10
41,40.7621389407,-73.9615338692,0,[40.75636410628501,40.767913775114984,-73.96904551615461,-73.95402222224538],1.11,3.94,3.46,7.93
