"185",607,"2010-06-29T05:07:41Z",34.0729167221,-118.3897155596,170914
"8415",638,"2010-08-13T09:19:53Z",33.8330889833,-117.94586835,690075
"13475",661,"2010-07-25T23:51:35Z",33.9461546686,-118.4073400497,229407
"13476",661,"2010-07-25T23:49:58Z",33.9435379571,-118.4071683884,10190
"13477",661,"2010-07-25T23:48:48Z",33.9435379571,-118.4071683884,10190
"13478",661,"2010-07-25T23:48:35Z",33.9461546686,-118.4073400497,229407
"13479",661,"2010-07-25T23:46:28Z",33.9461546686,-118.4073400497,229407
"13480",661,"2010-07-25T23:46:20Z",33.9466654833,-118.4072716833,696290
"13481",661,"2010-07-25T23:45:41Z",33.9427181833,-118.4065645167,977818
"13482",661,"2010-07-25T23:44:40Z",33.9429393936,-118.4126318922,449291
"13483",661,"2010-07-25T23:44:20Z",33.9461546686,-118.4073400497,229407
"13484",661,"2010-07-25T23:44:12Z",33.94027051,-118.407337252,1451218
"13485",661,"2010-07-25T23:43:34Z",33.9461546686,-118.4073400497,229407
"13486",661,"2010-07-25T23:43:19Z",33.94274458,-118.40531084,1458397
"13487",661,"2010-07-25T23:43:07Z",33.9408677604,-118.4069108963,20568
"13488",661,"2010-07-25T23:42:56Z",33.9426836839,-118.4058994936,1028412
"13489",661,"2010-07-25T23:42:44Z",33.941401029,-118.406799383,1501490
"13490",661,"2010-07-25T23:42:19Z",33.9412145562,-118.4072912861,857292
"13491",661,"2010-07-25T23:42:00Z",33.9437426687,-118.4090352058,658922
"13492",661,"2010-07-25T23:41:45Z",33.94286995,-118.409084833,1441329
"13493",661,"2010-07-25T23:41:27Z",33.9429773,-118.409367967,1441287
"13494",661,"2010-07-25T23:39:46Z",33.9437949908,-118.4082027959,1020594
"13495",661,"2010-07-25T23:39:05Z",33.943248803,-118.4100831737,1127632
"13496",661,"2010-07-25T23:38:57Z",33.9433955487,-118.4090352058,136217
"13832",661,"2010-07-15T19:04:44Z",33.9435379571,-118.4071683884,10190
"13833",661,"2010-07-15T19:04:24Z",33.9406882333,-118.4045274167,594915
"13834",661,"2010-07-15T19:04:14Z",33.941210502,-118.404398058,1392894
"13835",661,"2010-07-15T19:03:32Z",33.9435379571,-118.4071683884,10190
"13849",661,"2010-07-07T05:59:09Z",33.9435379571,-118.4071683884,10190
"14774",666,"2010-08-23T02:47:37Z",33.9460834666,-118.4040570259,170835
"14829",668,"2010-10-22T07:25:02Z",34.1425628667,-118.23353265,237853
"14830",668,"2010-10-22T02:03:38Z",34.138867667,-118.215588467,1554152
"14831",668,"2010-10-22T01:12:36Z",34.14326,-118.13632869,5915505
"14832",668,"2010-10-22T00:46:51Z",34.137001783,-118.13239695,5914684
"14833",668,"2010-10-21T23:43:21Z",34.1275952582,-118.2567537929,331953
"14834",668,"2010-10-21T22:52:21Z",34.1979863,-118.18621355,2831714
"14835",668,"2010-10-21T22:19:39Z",34.1988419,-118.1875786833,366157
"14836",668,"2010-10-21T06:03:38Z",34.1425628667,-118.23353265,237853
"14837",668,"2010-10-21T05:47:19Z",34.121855833,-118.224300783,1519910
"14838",668,"2010-10-21T04:32:00Z",34.0232491667,-118.3945555,109172
"14839",668,"2010-10-21T03:27:47Z",34.0233278275,-118.3951413631,1209628
"14840",668,"2010-10-21T02:58:08Z",34.0238094163,-118.3941650391,61913
"14841",668,"2010-10-21T00:33:03Z",34.1425628667,-118.23353265,237853
"14842",668,"2010-10-20T23:34:11Z",34.1413345128,-118.2247630971,524893
"14843",668,"2010-10-20T23:13:54Z",34.1419149276,-118.2239948548,67250
"14844",668,"2010-10-20T22:44:32Z",34.13885897,-118.21420621,1245461
"14845",668,"2010-10-20T02:54:08Z",34.1322860059,-118.2054448128,468609
"14846",668,"2010-10-20T00:23:08Z",34.143797,-118.2566661,22373
"14847",668,"2010-10-19T23:35:35Z",34.1275952582,-118.2567537929,331953
"14848",668,"2010-10-19T23:03:44Z",34.1988419,-118.1875786833,366157
"14849",668,"2010-10-19T08:38:20Z",34.1425628667,-118.23353265,237853
"14850",668,"2010-10-19T08:27:17Z",34.1429740833,-118.2405795667,795568
"14851",668,"2010-10-19T05:53:49Z",34.1438268551,-118.2568820332,260320
"14852",668,"2010-10-19T02:09:34Z",34.1394348145,-118.208732605,362169
"14855",668,"2010-10-18T22:44:02Z",34.1979863,-118.18621355,2831714
"14856",668,"2010-10-18T21:02:02Z",34.1988611167,-118.1883919167,99199
"14857",668,"2010-10-18T20:15:05Z",34.1422821897,-118.2335406301,507972
"14858",668,"2010-10-18T19:59:28Z",34.13885897,-118.21420621,1245461
"14859",668,"2010-10-18T11:18:41Z",34.1359311333,-118.21613435,463390
"14860",668,"2010-10-18T05:44:05Z",34.1429209387,-118.2558395416,1009899
"14861",668,"2010-10-18T03:21:11Z",34.1400584833,-118.23402775,633315
"14862",668,"2010-10-18T01:30:03Z",34.1394348145,-118.208732605,362169
"14863",668,"2010-10-18T00:22:41Z",34.1378903333,-118.2128906167,575306
"14864",668,"2010-10-17T01:15:58Z",34.13576205,-118.2163985167,391083
"14865",668,"2010-10-17T01:03:52Z",34.1413345128,-118.2247630971,524893
"14866",668,"2010-10-17T00:43:17Z",34.1419149276,-118.2239948548,67250
"14867",668,"2010-10-16T03:52:41Z",34.14118361,-118.2248767,5562612
"14868",668,"2010-10-16T03:30:51Z",34.1419149276,-118.2239948548,67250
"14869",668,"2010-10-16T01:41:50Z",34.1407445,-118.13277643,538748
"14870",668,"2010-10-15T23:57:46Z",34.13663953,-118.21624737,744163
"14871",668,"2010-10-15T23:25:00Z",34.14205843,-118.25702118,5548665
"14872",668,"2010-10-15T22:35:52Z",34.14536523,-118.25833892,5392015
"14873",668,"2010-10-15T21:29:44Z",34.1333668333,-118.25766335,1069627
"14874",668,"2010-10-15T05:18:10Z",34.1394348145,-118.208732605,362169
"14875",668,"2010-10-15T03:16:57Z",34.1391150833,-118.2150392833,390107
"14876",668,"2010-10-15T02:26:27Z",34.138867667,-118.215588467,1554152
"14877",668,"2010-10-15T01:18:22Z",34.140926924,-118.132164569,1563836
"14878",668,"2010-10-15T00:54:07Z",34.14691775,-118.1479294333,58345
"14879",668,"2010-10-15T00:31:49Z",34.1460986,-118.1526452167,117239
"14880",668,"2010-10-15T00:03:33Z",34.14571535,-118.15065079,3367765
"14881",668,"2010-10-14T23:02:40Z",34.1979863,-118.18621355,2831714
"14883",668,"2010-10-14T00:55:18Z",34.1281346167,-118.2184086333,514262
"14885",668,"2010-10-13T22:28:38Z",34.1994192,-118.18795752,1256398
"14887",668,"2010-10-13T03:18:16Z",34.13576205,-118.2163985167,391083
"14888",668,"2010-10-13T02:22:43Z",34.1394348145,-118.208732605,362169
"14889",668,"2010-10-12T22:51:17Z",34.1979863,-118.18621355,2831714
"14890",668,"2010-10-12T21:43:16Z",34.1256364333,-118.2189260833,618525
"14891",668,"2010-10-12T04:51:04Z",34.1474227667,-118.2554613667,708449
"14892",668,"2010-10-12T04:35:05Z",34.1359311333,-118.21613435,463390
"14893",668,"2010-10-11T23:57:27Z",34.1361465454,-118.2150039673,346585
"14894",668,"2010-10-11T22:41:03Z",34.1979863,-118.18621355,2831714
"14895",668,"2010-10-11T13:45:19Z",34.0614951167,-118.2022741333,367016
"14896",668,"2010-10-11T07:00:02Z",34.1256364333,-118.2189260833,618525
"14897",668,"2010-10-10T22:01:09Z",33.8524827,-118.145485356,5305875
"14898",668,"2010-10-10T19:54:15Z",34.1425628667,-118.23353265,237853
"14901",668,"2010-10-10T01:16:36Z",33.6487816167,-117.8448502667,232885
"14902",668,"2010-10-10T01:07:37Z",33.6511405,-117.8410683333,335215
"14903",668,"2010-10-09T23:32:36Z",34.13576205,-118.2163985167,391083
"14904",668,"2010-10-09T16:20:45Z",34.0516371698,-118.2865440845,351432
"14905",668,"2010-10-09T01:53:51Z",34.138867667,-118.215588467,1554152
"14906",668,"2010-10-09T00:46:34Z",34.1360656333,-118.2163367833,652469
"14907",668,"2010-10-09T00:15:45Z",34.1396558833,-118.20143285,326316
"14908",668,"2010-10-08T23:52:11Z",34.1399542,-118.2008776833,399229
"14909",668,"2010-10-08T22:18:21Z",34.13924998,-118.20156455,694336
"14910",668,"2010-10-08T21:16:49Z",34.1358419667,-118.2160745333,487419
"14911",668,"2010-10-08T04:34:34Z",34.1388657167,-118.2156084,539802
"14912",668,"2010-10-08T01:41:47Z",34.1428346667,-118.1872073,584254
"14913",668,"2010-10-07T23:55:33Z",34.1419149276,-118.2239948548,67250
"14914",668,"2010-10-07T23:31:50Z",34.13924998,-118.20156455,694336
"14915",668,"2010-10-07T22:41:45Z",34.1979863,-118.18621355,2831714
"14916",668,"2010-10-07T19:02:44Z",34.16093565,-118.2551439833,1170946
"14917",668,"2010-10-07T03:08:49Z",34.1419149276,-118.2239948548,67250
"14918",668,"2010-10-07T02:22:08Z",34.1266475667,-118.2637262167,226904
"14919",668,"2010-10-07T02:01:19Z",34.1273588484,-118.2653731095,68024
"14920",668,"2010-10-07T01:29:38Z",34.1282297208,-118.2636957428,37018
"14921",668,"2010-10-06T22:03:17Z",34.14767395,-118.1327717167,404913
"14923",668,"2010-10-06T00:12:44Z",34.1453492,-118.25839233,5011640
"14924",668,"2010-10-05T23:51:06Z",34.1451100189,-118.2594247327,242966
